author,text,date_posted,rating,review_id,bug_detected,feature_request
Steven Corbett,this game started fun. then a paywall hit literally. popped up spend 3.99 couldn't exit on click to pay. I exited the game restarted deleted reinstalled nothing fixed the problem goodluck. as I stated I can't do anything in the game I'm blocked by a pay tab that I can't edit from. so I'm unable to click the support.,20-06-2024 13:43,1,7364e8c4-d6b3-45b1-9128-1f16f461d75a,TRUE,FALSE
Nathan Donahue,"I just lost my account forever. I was level 63 and ranked in the top 20. Was number 4 rank for about a week. Now it's all gone. Grinding from day one all for nothing. I got a new phone and tried switching my account over. Accidentally ""binded"" to Google. Now my account is erased. What a massive waste of my time. Rant over",16-06-2024 03:40,1,0865a9cc-ecd7-4c61-9c20-d9790ad296ee,FALSE,FALSE
John Michael Leoncion,"It's a skin over Doodle Magic. Basically. Zombies are the slimes. Wolves are the rats. Even the weapons act the same way. Not bad, but not original either... Never said I had a bad experience... Nice generic response. You clearly didn't want to be embarrassed or just actually don't pay attention to your reviews. Good to know who I'm dealing with.",24-05-2024 05:12,4,be29a996-baf8-4cd7-ba30-368b687f4960,FALSE,FALSE
jacob barnes,"great time killer! UPDATE: Ended up being a typical pay-to-win after lvl 9, doesn't really matter what you do. All weapons feel ineffective. spent 5$ for nothing. I've wasted so much on ""quick patrols"" probably hit that 100000 times, and my weapons still suck? No thanks. un-installed.",15-05-2024 20:17,1,4d079a80-9f06-4b75-9b2c-7b33d15cf057,FALSE,FALSE
clinton caudle,"so far I'm enjoying this game very much. but what annoys me is the elite matching, I'm constantly having team mates drop and leave me soloing it, I don't get the torches for finishing it, and they don't get punished in some fashion.",01-06-2024 15:42,4,d5f0b090-2cfa-40f4-b39e-a4146055d59e,FALSE,FALSE
Horizon Star,"If you request a refund, you will be banned! It was all good until yesterday spent some money as usual, it didn't work as expected, requested a refund then got banned. To get back my high level account I have to repay the useless item. And all the other purchases were gone. What kind of business these guys are running! They can just say no refund, instead of holding your account as hostage. Uninstalled!",27-05-2024 18:43,1,61c03c09-0b67-4e38-851b-4a3a6ed2fd68,FALSE,TRUE
Robert Szabo,"love this game but can get expensive, do to wanting different players or weapons. shouldn't be so much money for there items for one but love the game. ALSO didn't know about the different server's so can't play with my brother and kids it won't caring over 😞 be careful of sever u choose make sure family is on same one before paying money.",27-06-2024 07:44,5,367a806a-b335-4047-a0d4-e86f0db32551,FALSE,FALSE
Rowen Random,Editing my review down to 1 star just for the terrible balance. As you progress you unlock skills that clog your choices. The skills all suck. You only want gun skills 99% of the time. Gun skills should just occur naturally with the upgrades to the gun and the gun skills should be removed. 5 gun skills are better than all 20 level ups in any skill. Booboo. Boring bad rng gameplay.,26-06-2024 08:55,1,3ab20ddb-8a21-4163-b948-51984f51cc9d,FALSE,TRUE
Nate Herrera,honestly I was very skeptical about it was like another typical other shooter game app like every other one on the games store but honestly this one lives up to its advertisement and reputation 5 out of 5 stars but could use a little bit of maintenance on the watch for rewards I have watched two videos and I have not cleaned my rewards but all announced still a 5 out of 5,22-05-2024 00:34,5,c7b4170a-737b-42d8-a7a7-fed7c34dd31a,FALSE,FALSE
John Cambarare,"it's very similar to the ad except one thing l, there is no one punch man it's just a basic soldier. u run out of energy and can only watch 3 adds so they pretty much force u to pay to play the game. delete after playing 6 hours.",25-06-2024 12:01,1,03104b74-236a-4f10-a937-b290a025ad7e,FALSE,FALSE
Ron Prior,"Great premise let down by rng. Unfortunately, if you don't get the rolls you need within the levels then quite often the level is impossible. No skill needed, just luck with the rolls. Otherwise it's quite an entertaining game to a point.",20-05-2024 11:57,3,830b66bc-1a7b-4469-8202-d4531a0a295a,FALSE,FALSE
Christopher Kynaston,I really like that the ads for the game are not intrusive. and I love how each new level makes you feel hopeless to start but the more you go at it the better your gear gets and seeing that tipping point every time is kind of a rush.,16-06-2024 00:36,5,167a5d1c-674e-45fc-9b50-f6a72ff7f254,FALSE,FALSE
Andrew Prihoda,Its a really fun game and I would of gave it 5 stars but for one reason I put it to 4 stars. The reason is that after playing the game for about more than an hour the game just seems to exit me out of it. Idk if its a bug but if is I hopr it gets fixed.,16-06-2024 01:19,4,a33ea821-4536-4c25-a611-67a4bbf586fa,TRUE,FALSE
Arne-Helge Schjelderup,"The game is full of bugs and won't start without several attempts. I made a purchase, but it was processed several times. I want it all refunded, but the developers aren't responding. I do NOT recommend this garbage.",15-05-2024 12:15,1,b9f207ac-c86e-4243-b93e-9bffea0d7ff1,TRUE,FALSE
Simon Wren,"Games has good points, no forced ads is also nice but like all games of this type its all about luck of what items come up for you to select and in elite mode i always get a player so far above me that they cause all the damage and its boring for me as i hardly get a shot in",01-06-2024 19:33,3,7506120c-5c88-47cf-ad82-7ab893892f5e,FALSE,FALSE
Hubert Fong,Game is good but could be better. It's not optimized fully so it crashes semi often when there's too many enemies on screen especially during abyss trials so I don't get the full reward.,14-06-2024 00:14,3,bc772cf7-46f8-4196-bd0e-485550e1d0e6,TRUE,FALSE
Regent Voo,"this game copied another game, cant remember the name warts and all. it does have better stuff but the ludicrousness of having ur attacks uncontrolled and attacking the furthest enemy when ur gates are attacked is the worst part of the game. moreover many of the skills are useless and this is more like a game of luck than anything.",25-05-2024 06:13,3,33e30014-19c3-4c13-9748-52a0856a865f,FALSE,FALSE
Beau Keays,"Great gameplay, but you need to be able to acquire more stamina so can play more often. Even a free option with reduced rewards. I find myself wanting to play more but being severely limited by the lack of stamina",21-05-2024 17:06,3,bc9e0b5e-1f72-4c9e-a6de-76aa8d3327fb,FALSE,FALSE
Daniel Anderson,"This is probably the best TD game i have played. It is easy to learn,and has many quest to help level your character and gun/abilities quickly. I am really enjoying this game. Awesome job Devs,Mods,and anyone else who put time into making such a enjoyable game.",28-05-2024 12:34,5,905c52e1-878e-4d14-8245-09cb07f7c1a6,FALSE,FALSE
Draxamis Hively,It was good at the start but as you unlock new abilitys it becomes impossible to focus on upgrading one ability in game because a bunch of random upgrades you don't want show up so you just end up with a bunch of random upgrades and no actual power,02-06-2024 00:12,2,0e5c9af5-32e0-4c55-a12e-83df5f7e4ae4,FALSE,TRUE
momma jen0412,Slows down after a bit and the grinding starts. Then the frustration from the luck of the draw with the skills you need that you don't get to beat a level. But has me coming back everyday to try my luck lol.,16-07-2024 01:54,4,1dfee2d7-5267-405f-a517-e1979f9f1a50,FALSE,FALSE
A M,"its a simple game, not difficult to use, easy to understand. you have gear; level up system; upgrades; skins; weapons; and a cool companion with cool utilities. No problems so far",23-07-2024 04:40,5,cefd47be-3693-4386-956a-3b52821cf028,TRUE,TRUE
Dylan Kersten,Enjoy this well enough. A bit frustrating that most powers seem to prioritize enemies that i've already killed 90% with the terrible standard gun. Far too much grinding necessary to pass levels.,24-05-2024 13:20,4,e342ed04-c633-4027-8afd-9cc30fea5d27,FALSE,FALSE
Mitchell,"All the overlays keep breaking the game. Can't actually play the game, because I get an ad asking me to pay 0.99 for something in game, and the X button to make it go away doesn't work. So, I can't get out of the screen asking me for money.",21-05-2024 18:00,1,f77eb8b1-a01d-45f1-877f-8d7ba3ce1967,TRUE,FALSE
Thomas bevill,It's not a bad game so far. If you don't get lucky with gem pulls. I don't really care for the way they force you to pick a skill of something you don't wanna play with. Wish you could choose which 4 skills you wanna play with (within level of course).,11-06-2024 18:19,4,5d00189d-10b7-4791-bb17-73acf450aff5,FALSE,TRUE
D R,Simple and fun. I enjoy it. But quickly devolves into needing real money to progress unless you wait for energy to return. Too many skillss make your choice skills hard toget in combat making leveling up certain skills worthless.,19-05-2024 09:22,3,a4c72a1e-94da-4d08-9027-e85c5759f37f,FALSE,FALSE
Taylor Krekoski,"decent game , needs some polish. as far as I can tell (correct me if I'm wrong) there is no way to access an options menu when you're in a battle. Secondly, the basic gun seems by far the best. Hopefully upcoming patches will improve this. I really appreciate that the ads are optional and not totally in your face.",18-05-2024 04:06,4,3b9756ac-a03a-4024-8af5-3a2466648049,FALSE,TRUE
Charles Love,"The game is fantastic! I didn't give it 5 stars because, if you leave the game mid battle there have been instances where I couldn't not continue the battle. It forces me to quit the match.",01-06-2024 04:59,4,7e5b3d66-98fc-4502-aa01-9cb89245e863,FALSE,FALSE
Ibrahim MUH,It's all fake there's one character with skins and not different characters. Also there's few stamina to play it and you will wait 15 minutes to get 1 stamina and it not enough to play a game because it need you 5 stamina to play . It is all fake ads and game!!,18-07-2024 12:44,1,d6f65bb5-2ad7-485b-a578-afc9f4bc413c,FALSE,FALSE
Jupiter “Mufasa” Rain,"i was getting through abbys with all the upgrades i want and i was going really far, then the game just decided to error me out. are you scared of people doing well in your game? that you have to use the error bug to stop them from progressing? it doesnt happen when they give useless upgrades",06-07-2024 06:28,2,4a3b3330-58b2-4c25-b617-7541a1268352,TRUE,TRUE
Beardy Brooks,"The latest update has made this game unplayable. The game loads and is stuck on the welcome screen, unable to click off the 'offers window. Using latest OneUI on S23 Ultra. EDIT: Can't contact you through ingame help as it won't load past the welcome screen. Uninstalled.",28-05-2024 00:16,1,a199e3de-42ad-482c-be4e-acbd172bdaaf,FALSE,FALSE
david lavoie,"Great game. I recommend it. I have only played it for 3 days so far, thats the reason for 4 stars. I will update my review in a few days. Nevermind that. I remove what i said. Lost my whole accnt after changing phone. Lost hundreds of dollars here because of that. Dont play this game.",14-07-2024 01:43,1,0887aaf9-0326-434b-b20f-bc1188ebf282,TRUE,FALSE
Noah St. Pierre,"it's awesome and addicting, but it's translated poorly in some spots. just a few upgrades I don't understand the full lethality of because of the translation. other than that, solid solid game",01-07-2024 10:07,5,84e0dcd3-2dd0-4c4d-804f-42a92be15578,FALSE,TRUE
Shawn Castle,"it's fun, but too difficult to get special items. 0.3 percent is ridiculous. 1-3% for the rarest items it's hard enough for other games. let alone you'd have to spend 50 dollars just for 10 chests, at 0.3% that's 1500 Dollars just to get one item!",05-06-2024 07:43,3,6bbf6599-f8b5-482d-aa1b-ed18985fab56,FALSE,FALSE
Rielly,very entertaining game. great design and easy mechanics. The rewards and leveling up system are both fast and fair( at the moment early on). Early days yet but enjoying it so far.,24-05-2024 00:36,4,0ede76a4-3c73-4345-8fe5-39a307f13a0e,FALSE,FALSE
Nathan Marsh,"There is a ""draft"" ticker that constantly runs, obscuring part of the screen. It just mentions who in the world won whatever ""power-up/item while playing. (and I don't give a damn, it's distracting)",03-06-2024 00:10,3,6016a586-d640-4446-8ff1-1277b1b24d6c,FALSE,FALSE
M. Staal,Much fun with several upgrade aspects. Would give it an extra star if they removed that annoying and unnecessary congratulations bar in the middle of the screen while playing.,05-07-2024 08:59,4,0af139b8-0e35-4520-85ba-9479a44b675d,FALSE,TRUE
Leviathan,"Not bad. Gets pretty slow the further you move on, so it may require some grinding of previous levels - Edited. It becomes strictly PTW unless you just enjoy not progressing and playing previous levels over and over",15-07-2024 13:36,2,a09ed785-7c05-42c5-9121-20189f5d7073,FALSE,FALSE
Cj Peterson,pretty good game lots of grinding. they could make it a little easier to power up horror game levels. it gets pretty tough once you get to a certain point and don't spend money. still it is a good game,01-06-2024 08:15,4,6e27417d-db9e-416f-801a-37e63847021c,FALSE,FALSE
Bravo_Delta 312,"This is one of those game where it's actually really intriguing. In my experience the ads aren't required every 5 mins, but are optional for rewards faster. The game itself is also really well polished, (though the UI can be slow sometimes or it's my A50 Android Galaxy [7 years old]).",14-05-2024 22:22,5,8b274276-fca6-4867-82c7-c00deaa6a232,FALSE,FALSE
Bobby,"A really enjoyable game. Heavily p2w. You can't farm premium gems without paying. You cannot reroll bad gem affixes without paying. Pay for weapons, skins, guns, mercenaries, drone skins, fort skins etc. everthing is behind a paywall, an expensive pay wall. £100 for a random skin. £100 for a random weapon. Everything is an average of a £100 and random. at these prices items should be chosen. Skip this game. Asian players top up from their private website and get better prices and deals",18-06-2024 00:12,1,75483514-24e0-448c-9509-7cb2091b0bb2,TRUE,FALSE
Lance Hillier,"Trash game, if you don't get enough gun upgrades. Your run us scrubbed. Thats a waste of 5 stamina out of 30. + The 15 per day if you watch videos. I don't know how this has 1 million plus downloads when theres tons of better games on the market.",19-06-2024 02:23,1,c260fe2a-7305-4868-ba88-ce4ea790be0a,FALSE,TRUE
Matthew Lucas,"The game has potential, but the interface doesn't make sense. After winning a few levels it becomes impossible to advance further because I become overwhelmed with zombies.",23-05-2024 05:47,2,6b75fb00-6ef5-41b9-bf01-eea941acd0bd,FALSE,FALSE
Brad,Addictive gameplay. Only new to the game. the Co Op mode is a nice featuee. Not sure if more people can join as you progress levels. that would be pretty cool for challenge modes.,02-06-2024 10:55,4,caeb2e49-4a93-4890-9f9b-f3eb965e1970,FALSE,FALSE
Robert Cheh,"the energy seems like too many,cannot finished....why don't making like.....10times energy for a single battle. it's ok for me if like this. more challenging because once lose means lose 10 times hahaha",12-06-2024 04:59,4,eeecc6fc-3a15-4e5c-92bb-203969b0e673,FALSE,FALSE
Dustin Collett,"Updated review: I lost my account when I got a new phone and my old one was out for service. Customer support emailed me and got me back into my account after proving it was mine. Despite early frustrations, they are excellent and this is a great game. Updated to 5 stars.",21-07-2024 22:48,5,6311b0b2-7a79-422c-8e36-180ff1121b0c,FALSE,FALSE
William Burston,need an easier way to earn morphs and better gear. trying to lvl up the character in the game gets extremely difficult and makes it hard to enjoy the game. I don't even receive gear when I do elite missions 😑,20-05-2024 20:50,3,4824fe83-ec81-4db6-9a5c-83e20b4018ee,FALSE,FALSE
super gg,"Pay to win game, first the skill is random and when you unlock lv10 skill still random and hard to use it , so its useless. 2nd , if you want what skill you want to use.. need to topup so much money.. so its pay 2 win. Bye2 for pay 2 win games like this.",31-07-2024 23:29,2,7121e90d-73a7-475c-8368-12bdfda7b73c,FALSE,FALSE
Aj Rios,"really good game has great potential, however there is a bug in the game. The lightning strike ability (EM strike) goes further than the range it says it has, idk if it's a bug but this has good potential keep it up thumbs up so far",16-06-2024 17:11,4,202efa82-f90b-40e8-8247-c0daeae194f2,TRUE,FALSE
Rusty Bare,"Do you want the kind of game that sends out enemies under others so you can't target properly? Have you ever wondered what an autistic monkey with a keyboard could create? Has there been a time in your life when you had too much money and wanted constant ads with no way to exit them? Well, this stinking hulk of flat garbage is exactly what you're looking for. No warning full face ads, regular micro transaction forcing money hungry company product that just lets you down in every way.",28-05-2024 09:01,1,d40817d1-5c94-4f01-87ec-66b32707700c,FALSE,FALSE
Bert Jr,"better than expected. this is the only game I play. makes it easier to put down. 😂 but updates and changes don't seem to happen often. IDK if it's my DooDoo phone, but it seems to not respond well to interactions 🤔? YYYEEESSSS INDEED very VERY VERY SOLID RATING.",17-07-2024 00:51,4,8bb149b6-47d2-4405-8677-f77dbff1ada5,TRUE,FALSE
Mark Dilley,"Not too many adverts, those that are there are your choice to watch for 30 seconds if you want the small reward. I would say that even thou you don't need to spend money on it, splashing the cash will move you on quicker.",24-05-2024 20:21,4,389f703f-8354-4d79-9588-a36e95ab06ce,FALSE,FALSE
J Buck,I like the game. Good gameplay. The only thing I would change is the home screen layout. A banner that congratulates players for their achievements is covering the area that tells me what level I'm on.,23-05-2024 08:59,5,b851751c-6a97-4e35-b765-c6257c3e4f32,TRUE,FALSE
Mohamed El Shoubaki,Challanges??? How come i cant manage single fight with bosses?? They never die. This is too much frustrating... it should be strong for limits... not forever???!! Kindly change this technique... it cant be like that forever or it will be useless and not funny game.,01-06-2024 15:12,2,c9e78ac0-d2d7-4ac3-a0d2-87c604ab83ae,TRUE,FALSE
Amir Bboy,"This game become boring after stuck at same level for more than 1 month, i cannot pass this level because i never get the combo skill i want. Well you need to pay to win for this game, without good item you cannot pass high level stage. Im free player so thats why its hard for me, penat dah main dengan macam2 cara tapi tetap tak lepas stage. Upgrade barang pun susah, nak dapat gem yang kita nak pun susah, drop rate yang sangat rendah membuat kan kita kena farming 1 stage begitu lama. uninstall",06-07-2024 08:56,1,a3c66f00-af2a-4084-be82-2ada0af8c24f,FALSE,TRUE
Irfan Izzat,"i could swear they purposefully made so that when you reach a level where some zombies have a special weakness (like ice), the option to pick any ice skill attack will never come to you. and sometimes you prioritise the wrong zombie. what a shame",01-07-2024 07:55,1,f030d67c-3bb0-4d48-ada2-ab658bb74bf1,FALSE,FALSE
William Barton,a very enjoyable game. the new features keep you interested in trying to get perfects on each of the levels. I would like some story to go with it.,04-06-2024 09:04,5,41ef9d6d-6e0e-473f-9ead-9cd1d857de02,FALSE,TRUE
Shane,"losing the stage stamina would make this game more appealing, why would I want to play a game for a limited amount of time before I can play again? I want to be able to enjoy the game at my leisure not for a limited amount of time before I have to wait to play again, just a suggestion 🤷🏻‍♂️",26-05-2024 10:54,3,6e98a91c-f36c-4a2e-a796-6ba2611ab933,FALSE,TRUE
Harun Hajro,"Would love to see more strategy base option in battle arena, fighting is way too RNG and buying things is only way to progress to catch up levels. Generaly, great animations, good UI and overal gamey is good.",24-05-2024 12:43,4,f8f1603e-e17e-4b66-8c13-69d984e00cf0,FALSE,FALSE
Athreiyu,Before i continue my review this is a message for the dev.. pls remove the mobile legend ad bcos the ad will force open the mobile legend game itself and force shut bang bang survivor.. ok here is my review. Game is good but if u are not paying u will lose interest after 2 weeks or a month cos u will stuck in the same stage unable to progress. U'll reach there eventually.. maybe after 4 years. So ask urself is it worth your time? But if you have cash to spare.. then y not?,07-08-2024 06:24,3,6208dfb7-582f-40b3-b4e7-234c58cb2bb6,FALSE,FALSE
hisyam amir,"Not much instructions on the game. You basically needs to learn things on your own. This somehow really reflects that the Dev lacks interest in the game. Also, poor game balance. P2W in you want to have decent fun.",07-07-2024 02:48,2,2ea460fa-f496-47bc-8723-b40946846078,FALSE,FALSE
nicola carioni,"You can't go past a point without starting pouring currency in, unfortunately for how much it plays well that's it, understandable but unistalling for the second time, and for good.",03-06-2024 14:22,3,9be9b3ef-90a1-4713-8953-0c6dc1cb6d0d,FALSE,FALSE
shadow wolf,fun little tower defense game however the weapon options feel very limited to start unless you purchase some and paytoplay isn't my vibe. other than that though it's a decent little game to pass some time.,08-07-2024 17:01,4,6961bf9e-87fc-4465-b80f-8918432c01f0,FALSE,FALSE
Gero Getoromoroccocogoatyo,"Gameplay is mediocre at best, everything is $$$ optimized to a point that you can only get diamond from clearing stages without losing HP which taking days and hundreds of stamina and 50 diamond from daily quest, and daily quest only consist of 7 quest with no weekly quest or achievement.. Its not worth my time..",20-09-2024 10:12,3,de3ad4a0-061f-4569-936d-b2e624f9f8e4,FALSE,FALSE
Stylez 2k,The concept is fun and intriguing and it's a unique take on IO games but you'll struggle to progress as a person that's tried all features I have to say I'm a little disappointed I've bought loads and I've been stuck on the same level for about a week I contacted support for help but took them 7 hours to reply and within 2 hours of recieving that reply they closed my case without giving me time to respond it's pay to win and support is extremely rude id suggest another IO game imo,19-06-2024 08:47,2,0743b592-c1a5-44e8-ae5d-df531e83f1c7,FALSE,TRUE
Jozef Suska,"pretty good, just gets VERY grindy. The game will be great at some point, but it's still early and it's too hard because 90% of skills are useless at the moment.",16-06-2024 21:41,4,c46fc3bf-d186-4439-8586-306cabd9084d,FALSE,FALSE
Loay Alaa,Absolutely garbage game! I spend hundreds of stamind to pass a stage?! I rarely get the right skills to be able to beat the stage?! all of this is just to force you into spending real money.. they're just trying to steal your money.. the game is where it belongs right in the trashcan,02-06-2024 11:44,1,97889a6f-ace3-4eca-ad48-4621854d5b49,FALSE,FALSE
Kevin Lowe,"The game is a good distraction but needs more information or guidance/tutorial. As with most games like this, there is a strong push to spend money to upgrade and advance.",27-05-2024 23:15,4,33d7e765-1bca-4ae9-9780-34ae11fa3ad1,FALSE,TRUE
Chris Nation,Cant play with the new update ? What's up ?,14-01-2025 23:36,2,4aed5b1f-fa38-4a70-a78f-c3231311a323,FALSE,FALSE
Paul Ly,Gameplay is a little on the slow side. The graphics and performance are fine. The power ups are interesting. I don't understand why we can't play offline during a normal session.,03-07-2024 09:27,3,199422d6-6dd7-4c57-b2dd-4727a495bab4,FALSE,FALSE
Psychotic Spade,"not a bad game at all, time consuming. feels as though it's missing something though and the start-out grind is slow. other than that it's worth the download.",25-06-2024 13:33,4,ceb55ce4-1a1f-41f0-8880-a882c17a139f,FALSE,FALSE
Jerry Mcpeake,Glutton boss. Comes every day. Right before I die and get points for my attempt. Screen freeze attempt is gone 0 points. Feels like a fun game. Boss levels suck. Just a waste of time,12-06-2024 09:55,1,8af1e3a0-6d96-471f-ae1f-c41daa1acfb4,TRUE,FALSE
Aechkay2,"It's the same defender game but this time with zombies You hit a wall where you can't progress after a few hours, so spend some money to progress or wait for energy to grind the level over and over You know what my decision was? Uninstalling of course",09-05-2024 22:26,1,9aaa7231-a986-4dbc-abe4-c381619b6cb7,FALSE,FALSE
Ljubomir Sokolovic,"Pretty nice game, without unnecessary commercials and stuff. Yes, there are some, but not intrusive ones, and certainly not mandatory. The game itself is well ballanced.",04-06-2024 15:14,5,0025df95-ae0a-4ab7-ab60-b30485690615,FALSE,FALSE
WOMP To The Womp,"my only complaint is there's very little energy, vasicly you can play 6 rounds then your waiting for energy to play again, but a fun game. I'm glad there's no 10-minute tutorial that forces you to do things.",17-05-2024 09:28,4,abfa24e5-c2d2-4cc8-8efb-a39511a6537c,FALSE,FALSE
Reggie Morris,"Really fun auto tower defense. Different weapon combos open up fun interactions. The only bad point is that it tempts you to spend $ everywhere. Otherwise, it's just a load of fun.",13-07-2024 01:50,4,9f0042d2-494b-4630-a17b-bb2b6498ac28,FALSE,FALSE
Me Me,"A reskin of Doodle Magic but I enjoy this better. Recommended. Devs: Get rid of the stupid announcement that runs across the top of the screen and block my view. I couldn't care less about ppl I don't know winning a level or whatever. Also, Gun may be OP.",23-05-2024 02:54,5,784e23b7-902f-4573-8b93-8ec5b10b664d,FALSE,FALSE
Ryan Mccollum,"Forced ads that won't close. Sucky game play. Almost have to pay to win lol 2 took 3 weeks to get past, for me anyway. Little to no instructions on how to play or use interface.",26-07-2024 14:51,1,130078d3-c1bc-4407-aea2-801e50a5ab8d,FALSE,FALSE
Yasir Bin Qaiser,"This is not a game, more like powerpoint presentation where you sit, watch and when the level is done choose an upgrade. What a waste of time",29-06-2024 08:01,1,31c9b2e2-3f8c-4a00-bd69-85e52fcd8de9,FALSE,TRUE
Jesus Santiago,When u first start playing the game it's super fun but as u get closer to like level 30 and 40 I've been on level like 38 forb2bdays and still cant get past level 20 idk but more rewards would really help dont have a whole lota money to spend so please try and make something possible please,25-06-2024 01:48,2,207b1f98-7a15-4fed-83f2-f2e1de29b790,FALSE,FALSE
Alex Bulloch,"Really fun game, and you get enough free / easily earnable stamina to play quite a bit. Other reviews complaints about so much of the game being locked behind paywalls is accurate. Still fun to play though.",02-07-2024 06:17,4,daa393b8-5116-4c20-9c22-217be35d07ae,FALSE,FALSE
Jack Makinson - Sanders,"Not a bad game. Would be 5 stars except... -1 star for being buggy and not responding to touch input. -1 star for that unbelievably annoying scrolling marquee that tells you what other random players ha e won. We don't care. No one cares. Fire whoever came up with the idea, then fire everyone who let it happen.",07-07-2024 04:36,3,20142034-c5c1-48ea-bac6-79797384e3a1,TRUE,TRUE
Matthew Smith,"So far, it's been a lot of fun. Just a general time waster, but the progression has been smooth so far without the massive pay walls you see on a lot of other games of this genre",02-06-2024 00:26,4,b4118776-d83a-4c5d-a919-1d23ee127a86,FALSE,FALSE
Nathaniel Swanner (Nate),pretty early on but so far really enjoy it the ads are t too bad or invasive and only $5 to get rid of them is great gameplay is fun and engaging as well if it keeps being this awesome ill likely go to 5 stars but like i said i am early on,17-06-2024 08:33,4,5bdafc3e-3016-46cf-be64-78972be59ccb,FALSE,FALSE
Jojo Haj,The game is great and needs a few tweaks to upgrades as well as a tutorial or the ability to manually pick targets but other than that I'm really enjoying it!,27-06-2024 04:54,4,be9d66c3-3171-4d7a-8596-63a0d3bfb396,FALSE,TRUE
Kenny Rogers,Pretty fun game although it takes a very long time to unlock the fort and other things no typical of other games so -1 star for that but the skills are cool but would like to know how to get other skins.,28-06-2024 06:53,4,cbb34af4-92e5-4ac3-82e1-4a86d9407587,FALSE,FALSE
Ayush Raj,Always showing server full,12-12-2024 08:04,1,54192eb0-3829-477f-86c2-f64c88182ad5,FALSE,FALSE
Larry Pleva Jr,great game u can play it and do other things at the same time would like to see more communication options in multi-player the default 3 options aren't that great but good game 2 sink some idle time into,02-07-2024 11:09,4,dae06652-18bc-45b4-8234-c05fd1b1bc67,FALSE,FALSE
brandon gibbs,If you like how rng feel like play this game you will feel that it all luck base on the skill if you do not pick the right skill out the bat you will lose 100% no matter what you do like that the main problem I have with it but other then that the game is ok but you be doing a lot of waiting to get powerful or pay money to speed up this there no between it if you ok with that play it if not move on to a better game,22-05-2024 00:59,3,79f50460-9c5c-460c-b36e-dd6e496c2552,TRUE,FALSE
Redbeardrooster “redbeardrooster”,"Great game, grinding doesn't feel like grinding. I Wish I could give more than 9 instances of stamina to my friends though. Also revamp the friends list so most active are at the top.",24-06-2024 11:31,4,33fc8ac4-c631-4397-8c38-1c552adc1e31,FALSE,TRUE
James Cunningham,"Pretty sweet so far. Like the upgrade style during game play. The character upgrade is cool, really like the gem inlay and upgrading. Haven't ran into any other play modes.",20-05-2024 23:33,4,5fd5f984-4eff-45be-bb51-8edcdfbdffb6,FALSE,TRUE
Miguel Dalton-Pereira,"fun game, but the only thing I would say is that the enemies get good really quickly, and the gifts and rewards system will treat you like a noob, even when you're like, level sixty.",28-05-2024 07:02,4,5047751c-997f-4a41-90bf-961f8c5700f1,FALSE,FALSE
Mythyx Majere,"Highly Entertaining. Shame the adverts don't play, it restricts daily challenge completion. Maybe a simple fix is to remove the quest from daily.",16-06-2024 17:25,5,6d7398d7-a980-443b-a113-c11cc898abb9,TRUE,FALSE
Reaper Jeffery,Would give 5 stars if only have quick play (instant finish game) to quickly diminishes the stamina. Have too many stamina but don't want to waste time on clicking to every map/level...,09-06-2024 00:21,3,e0b05ba0-c201-4104-8865-5b1c60f63e95,FALSE,FALSE
Martin Knight,Awesome game with good gameplay. You need to do good grinding to obtain stuff and purchases aren't necessary but can be helpful. Overall a well put together game.,14-06-2024 09:39,5,f712d803-26ae-4aee-b3e2-4cab6c2b04d1,FALSE,FALSE
Josh Powell,Very fun game but the service is poor. I can't finish events right now because of a bug in the game and it's been a week with no end in sight and no real communication. The hours I spent on the events were fruitless.,12-07-2024 18:00,3,53681182-2c22-41b5-84cf-ad00fabd9c04,TRUE,FALSE
Lamar Wilson,Definitely love this game I play it everyday I built up a strong winning team of characters in I would recommend this to anybody,19-10-2024 09:43,5,5cfbbc18-4c7b-42f8-a61b-c8699618fac5,FALSE,FALSE
chinwah wong,"This company are spam, they steal my diamonds value $50 overnight. Slow customer service! Customer service try to avoid their mistake. Never refund my diamonds. Never want to spend anymore in this game. ADVICE DONT SPEND SINGLE PENNY WITH THEM!",28-08-2024 18:12,1,34fe386d-bc7c-42af-b2f9-4ebb184744fd,FALSE,FALSE
Fattah Fadzil,Hard to upgrade skill to the level i wanted. Super frustrating.,19-10-2024 14:29,1,9ddf7c0d-2033-4213-9dc1-362015c91c3f,FALSE,TRUE
Lua Shun Kuang Nate,always have network issues makes gameplay experience extremely poor.,06-10-2024 07:28,1,f0cf411e-818f-43c9-a2e3-c583e5746ef6,TRUE,FALSE
Ioannis Yannis,Scammers. This is a copy from the Chinese games and they have doubled the cost of diamonds on all events.,04-08-2024 17:25,1,f00ac513-9f9e-4510-9bd7-d4baa2856534,FALSE,FALSE
Cassidy Reed,"Lost all my data, countless hours of play. Do not recommend",14-08-2024 00:54,1,de0bb9e3-8240-4699-9632-464a038d048c,FALSE,FALSE
Timothy King,As described. Lacking guidance. There are things out there it just leaves you to just figure out.,11-10-2024 07:51,4,32252138-f728-4e64-9aa7-f8653309b248,FALSE,FALSE
